user_id,age,gender,country,device_type,app_version,sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,subscription_type,ads_clicked_last_30_days,content_downloads,social_shares,rating_given,churn_risk_score,engagement_score,account_age_days,marketing_source,cluster,pca1,pca2
102196,31,Female,India,iOS,2.1,6,4.09,67.04,13,4,6,21,0,1,9,Free,3,1,2,4.0,0.95,66.87,264,Google Ads,0,-1.3029320361382288,0.5069695733816073
102197,26,Female,Canada,iOS,1.0,8,6.39,38.51,17,7,4,10,1,0,34,Free,6,3,6,3.0,0.14,63.37,263,Organic,3,-0.3708712832897511,-0.12729167409243405
102198,32,Male,India,Web,1.2,5,12.26,36.54,9,4,4,12,0,0,28,Basic,1,6,3,4.0,0.03,57.04,494,Organic,3,0.2975866211431849,-0.49362210810555707
102199,38,Male,India,Web,1.1,6,31.34,65.12,10,1,2,16,0,0,20,Free,2,3,6,5.0,0.92,79.01,1126,Google Ads,2,0.5322883836055866,-0.2465117540411078
102200,52,Male,Germany,Android,2.1,8,5.76,30.13,15,2,2,14,0,0,33,Free,5,1,0,4.0,0.64,65.53,122,Referral,3,-0.3410764853668617,-0.5076040971869662
102201,19,Male,UK,Android,1.2,11,19.32,52.1,18,12,5,12,1,0,25,Free,6,0,2,5.0,0.47,66.82,374,Referral,1,0.39505331683949146,0.5994915327775829
102202,44,Male,UK,Android,1.2,6,4.61,77.78,16,4,7,17,0,0,40,Free,5,4,1,3.0,0.89,63.52,466,Organic,0,-1.3432055420393096,1.0178565387462712
102203,19,Female,India,iOS,1.0,10,9.82,41.45,11,3,1,13,0,1,3,Free,4,4,2,3.0,0.89,43.78,659,Organic,1,0.644094956078472,0.9639947406919591
102204,52,Female,USA,Web,1.1,8,9.73,13.55,7,2,3,19,0,0,23,Premium,3,2,3,4.0,0.84,55.76,995,Organic,3,0.671016292940704,-0.8038107583364476
102205,35,Male,Germany,Android,1.2,9,3.76,50.93,11,4,3,20,0,1,23,Basic,8,9,3,4.0,0.86,58.48,985,Facebook Ads,1,-0.6164925461178664,0.6851147455329615
102206,31,Female,Australia,iOS,1.1,12,7.14,58.9,11,6,3,14,2,0,6,Free,2,2,1,5.0,0.81,76.56,1086,Google Ads,1,-1.074541131954695,0.7670257695445769
102207,37,Male,India,Android,1.2,3,13.14,6.58,14,10,2,20,0,0,5,Basic,2,2,1,4.0,0.76,75.22,932,Organic,3,0.21378930439461116,-2.5684268824729526
102208,35,Male,Canada,Web,2.0,5,8.32,43.63,10,10,4,19,0,0,16,Free,10,2,2,4.0,0.6,85.76,22,Referral,0,-1.2333981261158706,-1.2266968355067727
102209,27,Female,Australia,Android,2.1,6,12.7,58.0,10,4,3,22,0,0,10,Basic,6,5,1,2.0,0.5,76.75,1000,Organic,0,-0.7847387289135744,-0.2583910011931522
102210,42,Female,India,iOS,2.0,6,6.93,41.99,8,3,3,14,0,0,25,Premium,11,2,1,4.0,0.63,66.56,298,Facebook Ads,3,-0.5721716173889037,-0.4301074389276641
102211,19,Female,USA,iOS,1.0,5,4.71,46.75,15,6,5,12,0,0,14,Free,7,2,0,4.0,0.22,83.81,145,Organic,0,-1.5192642151887572,-1.009102676741947
102212,42,Female,Germany,iOS,2.1,3,16.3,29.33,15,3,3,17,1,1,6,Free,9,1,2,3.0,0.8,70.58,417,Email Campaign,3,0.20704953300657375,-1.5930112318525835
102213,50,Female,Germany,Android,1.0,11,3.94,29.77,22,2,3,23,0,1,3,Free,6,4,2,3.0,0.78,75.67,652,Email Campaign,1,-0.7718298922073938,-0.4004742925060863
102214,53,Female,India,Android,1.1,10,10.31,16.83,8,4,4,23,2,2,33,Premium,5,4,5,3.0,0.31,77.27,1158,Organic,1,-0.08497522520510435,-1.1480058296165565
102215,48,Female,USA,Android,1.1,6,8.26,70.91,17,6,3,10,0,0,20,Free,4,4,1,5.0,0.82,79.31,190,Organic,0,-1.496372081757226,0.16550074379223154
102216,31,Female,India,Android,2.1,3,7.15,48.16,8,6,2,6,0,0,23,Basic,7,1,2,5.0,0.37,81.53,846,Email Campaign,0,-1.3201390061567762,-1.2092347306526094
102217,18,Male,USA,Android,1.1,8,44.06,64.28,7,9,2,21,1,0,36,Free,5,4,1,3.0,0.54,50.26,1087,Referral,2,2.7281626736015063,0.949716445583592
102218,33,Female,Australia,Android,1.2,10,3.66,52.92,10,14,8,17,0,0,39,Free,9,3,2,3.0,0.01,65.94,593,Organic,1,-0.9108719491498988,0.6476077222037028
102219,20,Male,India,Android,1.0,9,21.36,5.0,10,4,5,22,0,0,31,Free,8,1,5,4.0,0.89,65.25,482,Facebook Ads,3,1.4734923837790006,-1.4087346981840612
102220,52,Male,USA,Android,2.0,8,4.94,34.8,5,8,3,21,1,1,25,Free,8,4,1,5.0,0.4,98.37,289,Organic,0,-1.7209278420176126,-1.5058658841850172
102221,58,Male,UK,Android,1.2,14,45.33,30.72,14,1,0,19,0,0,0,Basic,5,5,2,4.0,0.27,71.82,454,Facebook Ads,2,2.8599081153840524,-0.13576353967970264
102222,23,Female,India,Android,1.2,8,26.16,5.72,16,8,2,19,0,0,26,Free,8,3,1,5.0,0.39,76.67,398,Organic,2,1.4010417758342266,-1.991166794782021
102223,42,Male,India,Android,2.1,9,7.55,44.24,11,8,4,3,1,0,11,Basic,6,1,3,1.0,0.63,52.65,347,Google Ads,1,0.04276719770699798,0.6134265550056717
102224,30,Male,Australia,Android,1.2,4,11.44,44.88,10,6,5,15,0,0,4,Free,6,5,0,5.0,0.74,44.88,783,Organic,3,0.4909677808448098,0.10116199164512196
102225,51,Male,Singapore,iOS,2.0,5,19.21,39.15,9,4,3,24,0,0,43,Premium,6,5,2,4.0,0.45,70.87,809,Referral,3,0.3063290719079128,-0.9565765287834901
102226,25,Female,Canada,iOS,2.0,7,8.66,43.13,10,1,5,21,0,0,14,Free,8,3,0,4.0,0.82,45.53,836,Google Ads,3,0.36092336269783354,0.5061443208113183
102227,38,Male,Singapore,iOS,1.1,4,7.76,45.66,12,10,4,20,0,0,1,Free,7,2,2,5.0,0.23,59.54,1018,Referral,3,-0.3733535127612395,-0.3624212403256093
102228,51,Female,India,iOS,2.0,3,4.38,57.72,9,5,5,13,0,0,2,Free,5,3,3,4.0,0.08,48.25,636,Google Ads,0,-0.49567833288008206,0.36138903484310897
102229,21,Other,Australia,iOS,1.1,11,27.54,21.82,14,5,3,12,1,0,15,Basic,12,4,0,4.0,0.64,66.93,671,Organic,2,1.655562891688835,-0.5940800209355948
102230,42,Male,Germany,Android,1.2,7,47.75,39.69,8,3,5,9,0,0,42,Premium,6,1,5,4.0,0.77,55.13,1038,Organic,2,3.2975506374759793,-0.31972883972107363
102231,32,Female,India,Android,2.1,4,15.97,71.71,14,8,2,22,1,1,36,Free,5,3,4,4.0,0.08,74.11,802,Organic,0,-0.7417226324392163,-0.00023145617546656695
102232,21,Male,UK,Android,1.1,6,8.95,37.25,5,1,1,12,1,0,26,Free,6,1,3,1.0,0.56,82.91,1009,Facebook Ads,3,-0.9219621321924417,-1.209312620416908
102233,29,Male,India,Web,1.0,12,16.15,57.84,12,4,7,21,1,0,37,Basic,4,1,2,5.0,0.76,100.0,199,Facebook Ads,1,-1.1822379539325967,-0.1943949688327243
102234,49,Female,India,Android,1.0,14,7.84,21.37,13,10,4,11,0,0,27,Free,7,1,1,5.0,0.29,59.92,425,Referral,1,0.3884524773521611,0.2871001513709122
102235,49,Female,Australia,Android,2.0,10,8.13,30.98,11,7,1,13,1,0,41,Basic,2,3,0,4.0,0.09,66.72,673,Google Ads,1,-0.1462772628596939,-0.22883974283455855
102236,45,Male,Germany,Android,2.0,17,8.3,25.09,13,7,5,13,0,0,6,Free,7,3,2,4.0,0.1,45.39,944,Referral,1,0.984801385038199,1.4084499012910117
102237,30,Female,India,Android,1.0,5,1.05,68.85,12,3,2,4,1,0,19,Free,7,4,1,3.0,0.77,68.98,711,Google Ads,0,-1.6973659114145343,0.36972595742789843
102238,48,Male,UK,Android,2.1,5,12.04,27.16,18,8,5,4,0,0,21,Free,6,7,2,4.0,0.4,70.19,230,Organic,3,-0.02829024687386739,-1.3085902877773212
102239,31,Female,Singapore,iOS,1.0,4,6.26,53.04,10,5,4,17,0,0,34,Free,9,2,1,4.0,0.36,55.87,707,Google Ads,0,-0.5034683260359804,0.05455892311133567
102240,37,Female,India,iOS,2.1,11,11.66,59.1,14,6,1,7,1,0,36,Free,5,3,1,4.0,0.25,66.12,527,Referral,1,-0.34676489593383863,0.9519056675627712
102241,35,Male,Canada,Android,1.1,8,11.27,62.94,17,2,5,4,0,0,0,Basic,8,2,1,4.0,0.96,61.67,1005,Organic,0,-0.3775010232403947,0.7889374786312563
102242,46,Female,India,iOS,1.0,10,6.19,47.69,11,11,4,3,1,0,37,Free,10,0,3,4.0,0.5,68.82,150,Facebook Ads,1,-0.7079367807150414,0.3287737581140826
102243,23,Male,India,iOS,1.1,8,3.88,38.08,8,4,2,24,0,0,37,Premium,8,3,3,2.0,0.66,58.57,1106,Organic,3,-0.3911927561577641,0.051797449066959066
102244,49,Female,UK,iOS,1.2,5,14.59,35.2,12,6,4,17,0,0,11,Free,8,3,1,4.0,0.05,74.56,718,Organic,3,-0.13593531757944305,-1.1924023687689942
102245,46,Female,India,iOS,1.0,8,9.4,58.7,16,5,3,22,0,0,20,Free,3,4,4,4.0,0.15,100.0,1028,Referral,0,-1.8758652447581639,-0.724755593499353
102246,19,Female,USA,Android,1.1,8,6.77,78.62,12,6,3,8,1,0,39,Free,7,2,6,4.0,0.59,58.19,1097,Google Ads,0,-0.9229797568842583,1.5319719700188361
102247,40,Male,India,Android,1.1,6,31.51,53.82,15,4,7,12,0,0,42,Free,2,4,5,4.0,0.05,62.82,375,Google Ads,2,1.3673312786733371,-0.0835643707992298
102248,36,Male,India,iOS,1.2,6,13.44,53.5,13,3,1,14,0,2,21,Basic,11,6,2,5.0,0.91,61.55,1193,Facebook Ads,0,-0.07106115556782613,0.11427232212392582
102249,48,Female,India,Android,1.1,10,27.93,38.89,14,4,7,8,1,0,9,Free,7,2,1,4.0,0.11,63.39,1017,Organic,2,1.459200571847431,0.0020584348461218957
102250,22,Female,India,Android,1.2,5,4.8,67.52,19,3,4,19,0,0,19,Basic,9,4,1,5.0,0.55,63.9,1199,Organic,0,-1.1730367887860855,0.46887457405413524
102251,36,Female,India,iOS,1.2,11,13.8,50.79,9,8,3,3,0,1,13,Basic,11,4,1,5.0,0.58,55.32,1158,Organic,1,0.3925270210925701,1.0137751746701504
102252,51,Female,India,iOS,1.1,6,7.85,49.7,18,5,1,10,0,0,15,Premium,5,1,0,4.0,0.51,61.83,180,Google Ads,0,-0.469444374195251,0.015062900153632389
102253,27,Female,India,Android,1.2,10,10.11,56.93,15,3,1,8,0,0,28,Basic,6,2,1,5.0,0.0,49.14,652,Google Ads,1,0.16905858767453477,1.339161645129411
102254,42,Male,India,Android,2.1,10,13.76,63.53,12,6,2,14,1,0,4,Premium,5,2,2,2.0,0.16,97.25,228,Referral,0,-1.4472103236692766,-0.17621495791682398
102255,19,Male,India,Android,2.1,10,8.97,62.46,7,3,3,3,0,0,43,Premium,8,5,0,4.0,0.96,51.67,1067,Referral,1,-0.12619949477384848,1.4624141193564095
102256,28,Female,India,Web,1.2,8,3.45,40.7,14,5,4,16,0,0,29,Free,4,2,1,4.0,0.06,53.48,673,Referral,3,-0.28802590459755195,0.3347086549865365
102257,48,Male,India,iOS,1.1,6,27.55,53.82,15,4,2,23,0,1,40,Free,8,2,3,2.0,0.59,55.23,115,Facebook Ads,2,1.3227778538795851,0.2245762285420148
102258,32,Female,India,iOS,1.2,9,16.69,39.31,8,4,8,6,1,0,35,Free,7,5,1,2.0,0.75,66.88,625,Organic,1,0.3633433974138169,-0.16140003612356868
102259,26,Male,India,iOS,1.0,11,8.17,40.35,14,3,4,10,0,0,10,Premium,7,0,4,3.0,0.73,43.62,419,Google Ads,1,0.5650413343194359,1.100039315919686
102260,40,Female,India,Android,1.0,8,8.18,45.26,16,3,5,13,1,0,2,Premium,8,0,2,5.0,0.88,53.17,300,Referral,3,0.025765718049206625,0.4707879405618233
102261,36,Female,UK,iOS,2.1,4,4.32,42.24,6,9,2,11,0,1,11,Free,3,4,2,5.0,0.54,52.79,1183,Facebook Ads,3,-0.340044955593237,-0.21505869548403833
102262,26,Male,India,Web,2.0,9,4.3,5.0,10,9,6,21,2,0,34,Free,4,2,0,5.0,0.89,64.9,884,Facebook Ads,3,0.07806387709267597,-1.2412775765617126
102263,52,Female,USA,Android,1.0,10,16.56,47.31,8,3,3,4,0,1,12,Basic,8,1,1,5.0,0.4,77.81,559,Facebook Ads,1,-0.17891465612435703,-0.1017677605303278
102264,38,Female,India,Android,1.0,10,3.74,67.72,13,8,3,15,0,0,0,Free,5,2,3,4.0,0.17,55.16,536,Organic,1,-0.789613215086066,1.5784355575172357
102265,26,Male,India,iOS,1.2,7,8.25,42.07,9,8,5,9,0,0,12,Free,7,6,4,2.0,0.23,75.29,1088,Facebook Ads,0,-0.7596051302155287,-0.5963825726293513
102266,45,Female,India,iOS,2.1,9,10.06,26.68,10,3,3,22,0,0,15,Free,9,1,1,5.0,0.64,75.33,353,Organic,3,-0.2539820705443826,-0.869292709218437
102267,24,Male,Australia,Android,1.0,9,12.72,59.16,15,4,3,18,1,0,12,Free,8,3,3,4.0,0.91,72.6,499,Email Campaign,0,-0.561353151004163,0.4004528603115622
102268,33,Female,India,Android,1.0,6,16.37,54.28,15,6,3,13,0,0,43,Basic,8,0,2,1.0,0.17,68.73,1021,Referral,0,-0.11138378933335225,-0.14109124265429226
102269,33,Male,USA,iOS,1.0,8,11.12,39.32,8,5,5,24,0,0,19,Free,5,4,0,5.0,0.69,47.65,103,Organic,3,0.5888035949777454,0.4233179110130477
102270,50,Female,USA,Android,1.1,8,20.17,83.25,16,4,3,9,0,0,8,Premium,9,2,1,5.0,0.19,87.44,1178,Google Ads,0,-0.9945110705133732,0.5318591264521068
102271,21,Male,USA,Android,2.0,8,7.61,24.45,16,6,2,19,0,0,12,Free,5,4,3,5.0,0.95,51.23,608,Organic,3,0.4535925448553801,-0.22074505664813862
102272,21,Female,India,Android,1.1,1,11.45,82.06,10,11,3,12,0,1,5,Premium,4,1,1,4.0,0.32,66.87,562,Organic,0,-1.1356062790348656,0.21406788972505672
102273,56,Female,India,Android,1.2,13,17.03,25.27,10,5,6,23,2,0,44,Basic,4,2,5,3.0,0.87,81.73,372,Google Ads,1,0.2303456947122224,-0.5906913287854747
102274,57,Female,USA,Android,1.2,11,40.14,79.55,12,3,5,21,0,0,3,Free,2,4,1,5.0,0.94,60.43,488,Facebook Ads,2,1.8204526007869184,1.6503760169625565
102275,34,Female,Singapore,iOS,2.1,5,17.57,41.45,12,7,7,14,2,2,25,Basic,6,1,2,4.0,0.07,75.59,679,Organic,0,-0.04917909729878989,-1.0262562456606004
102276,54,Male,India,Web,1.1,6,3.97,39.27,13,3,6,9,0,0,4,Free,6,1,1,2.0,0.5,68.89,839,Organic,3,-0.8505938353201986,-0.5869436606514435
102277,56,Other,India,Android,2.1,5,0.96,41.41,13,5,1,7,0,1,38,Basic,7,2,1,5.0,0.86,74.37,333,Google Ads,0,-1.3743146430216562,-0.8331591500719198
102278,46,Male,Germany,iOS,1.0,14,3.41,39.54,9,7,4,18,0,0,11,Premium,6,3,0,4.0,0.23,68.54,420,Referral,1,-0.6496018566921413,0.6872715305228335
102279,53,Female,India,Android,2.1,10,23.4,34.3,12,2,6,3,0,0,40,Free,5,3,0,5.0,0.04,51.32,171,Organic,2,1.6230872634804727,0.3070153037366447
102280,55,Male,Australia,Android,2.0,5,4.82,52.68,14,2,4,10,0,1,26,Free,2,2,3,4.0,0.01,71.58,1105,Organic,0,-1.169933062410256,-0.35316565659560506
102281,56,Female,USA,iOS,1.0,9,3.98,73.91,13,3,5,11,1,0,10,Premium,10,5,2,4.0,0.79,90.17,716,Google Ads,0,-2.222028379965688,0.3928716983285116
102282,54,Female,India,iOS,1.2,9,4.39,40.76,12,3,6,23,0,0,37,Premium,5,2,1,2.0,0.98,51.23,974,Organic,3,-0.09794427419452204,0.5648992012197721
102283,52,Female,India,Android,1.2,12,2.0,36.34,6,5,6,17,0,1,27,Premium,5,4,2,2.0,0.0,51.79,631,Organic,1,-0.14077336451108383,0.871251399201574
102284,24,Male,USA,Web,1.0,6,3.37,30.7,12,6,5,13,0,0,13,Basic,13,4,2,3.0,0.71,72.53,285,Facebook Ads,3,-0.8697074334942094,-1.0275987831733044
102285,44,Male,Canada,Web,1.0,13,7.97,64.66,11,6,5,24,0,0,21,Premium,5,4,1,3.0,0.24,50.31,865,Organic,1,-0.11094877220775481,2.0687634981018093
102286,45,Female,Australia,Android,1.1,11,16.02,88.94,15,2,1,20,0,1,11,Free,5,6,5,1.0,0.63,56.89,234,Referral,0,-0.22087150923107776,2.3420987057013436
102287,39,Female,India,Android,1.2,7,6.13,55.28,13,2,5,24,0,0,40,Free,3,2,1,3.0,0.37,74.82,373,Google Ads,0,-1.1727797732826941,-0.07385152590282373
102288,31,Male,UK,Web,1.0,8,3.82,57.05,16,3,2,16,0,0,17,Basic,6,5,4,4.0,0.53,61.63,818,Facebook Ads,0,-0.8770928618767619,0.6411331653091509
102289,24,Female,USA,iOS,1.2,4,4.45,45.46,13,4,4,22,1,0,26,Free,9,4,1,4.0,0.44,63.64,304,Organic,3,-0.7952887458962093,-0.486760088602816
102290,54,Female,USA,iOS,2.0,11,13.1,24.81,16,8,5,8,0,0,40,Free,3,5,1,3.0,0.14,49.5,417,Email Campaign,1,1.0540213288287283,0.27218961704993766
102291,39,Female,India,Android,1.0,10,8.22,68.83,15,5,5,6,0,0,2,Free,8,5,5,4.0,0.18,50.78,448,Referral,1,-0.2782773437163007,1.7357003409403784
102292,22,Male,India,Android,2.1,7,18.54,6.9,12,5,6,11,0,0,11,Free,6,3,4,4.0,0.29,59.11,717,Facebook Ads,3,1.3724845504786642,-1.404639819121657
102293,19,Female,India,iOS,2.1,10,14.58,45.78,16,6,5,19,1,0,44,Free,5,3,1,5.0,0.95,48.04,603,Organic,1,0.794791761800867,0.9274485150545746
102294,44,Other,USA,iOS,2.0,9,9.53,27.05,12,5,5,19,1,0,30,Free,7,2,0,4.0,0.26,67.54,933,Referral,3,-0.015078785835638488,-0.5715001888862892
102295,38,Male,India,Android,1.2,4,2.97,40.78,13,3,4,13,2,1,5,Free,5,2,3,4.0,0.42,94.19,113,Referral,0,-1.9634929029193577,-1.7411992221485106
102296,55,Male,India,Web,1.1,16,17.49,50.67,18,2,6,24,0,1,22,Premium,5,3,0,4.0,0.25,65.81,232,Organic,1,0.4588628260134988,1.3788192294982595
102297,32,Female,India,iOS,1.2,6,5.07,69.2,10,2,9,24,1,0,12,Premium,6,3,3,3.0,0.0,63.83,362,Organic,0,-1.150724034298356,0.6866248275516414
102298,38,Male,USA,Android,1.0,3,5.25,45.24,14,9,7,4,0,0,8,Free,10,3,0,5.0,0.15,46.17,1196,Organic,3,-0.10495840686950521,-0.03146635827614042
102299,27,Male,India,Android,2.0,13,26.56,55.62,14,6,2,13,0,0,7,Free,2,2,0,4.0,0.89,71.77,533,Organic,2,0.8003566766538142,0.7975157205697918
102300,40,Male,Australia,Web,1.2,8,14.49,56.74,9,0,2,11,0,1,39,Free,5,5,2,5.0,0.19,52.43,1076,Email Campaign,0,0.35208374981057844,0.8627533706913486
102301,56,Female,India,Android,1.1,7,4.82,30.47,9,3,6,18,1,0,21,Basic,8,1,0,4.0,0.64,83.37,890,Email Campaign,3,-1.1189098207000723,-1.2821356472929084
102302,22,Male,USA,Android,1.1,5,11.06,59.78,12,3,2,14,0,0,1,Basic,5,1,0,5.0,0.09,56.84,411,Organic,0,-0.24377699045332013,0.38020368617389255
102303,18,Male,India,Android,2.0,7,4.46,41.83,10,7,2,23,0,0,2,Free,1,2,4,4.0,0.52,71.61,1023,Facebook Ads,3,-0.9309469812707514,-0.43883878363979145
102304,30,Female,Canada,Android,1.0,10,5.51,49.43,15,7,4,21,1,0,40,Free,6,3,2,4.0,0.12,75.55,332,Organic,1,-1.0481318408940827,0.1576762878718572
102305,38,Male,USA,Android,2.0,8,10.52,5.0,12,4,2,15,0,0,25,Free,7,3,2,4.0,0.43,63.51,701,Google Ads,3,0.6133635183290964,-1.4037386479445022
102306,43,Female,Germany,Android,1.0,7,34.36,39.15,11,4,1,16,2,0,30,Free,1,2,3,3.0,0.94,100.0,127,Organic,2,0.5331953885461437,-1.827105644357369
102307,38,Male,UK,Android,2.0,8,4.68,32.58,19,8,6,8,0,0,28,Free,5,3,5,1.0,0.58,71.17,1060,Email Campaign,3,-0.6874823092116474,-0.609837202445308
102308,35,Female,Singapore,iOS,2.0,10,4.58,61.79,18,4,3,17,3,1,40,Premium,11,2,2,2.0,0.52,51.75,1038,Facebook Ads,1,-0.47864246933700194,1.47473556979796
102309,54,Female,Australia,Android,2.0,7,14.77,59.29,12,8,6,17,0,0,17,Free,4,1,0,5.0,0.83,78.51,391,Referral,0,-0.6743566969475021,-0.13697096165017433
102310,49,Female,USA,Web,1.2,6,4.04,9.48,13,4,4,14,0,1,24,Free,7,3,2,3.0,0.62,57.68,737,Organic,3,0.14873046182341576,-1.2825252526118125
102311,53,Female,India,iOS,2.1,5,14.19,23.11,10,3,0,18,0,0,8,Free,6,3,2,1.0,0.09,66.53,266,Organic,3,0.36375204842901,-1.3459934372247466
102312,34,Male,India,iOS,2.1,6,16.59,74.71,10,4,2,6,0,0,42,Premium,3,1,4,4.0,0.5,61.76,1071,Organic,0,-0.2292644605699222,0.8591470118899478
102313,52,Female,India,iOS,1.1,6,14.78,87.2,13,9,2,11,0,0,14,Free,6,5,2,3.0,0.18,100.0,959,Google Ads,0,-2.043081158351973,-0.03582105169524206
102314,28,Female,Germany,Web,1.2,3,18.19,27.44,8,6,4,18,0,0,30,Premium,10,5,0,4.0,0.78,61.89,304,Organic,3,0.7229631948272954,-1.3681368370350195
102315,38,Female,India,Android,1.0,11,23.67,34.39,16,7,6,10,0,1,26,Free,5,9,1,4.0,0.95,74.14,1051,Referral,2,0.8245687387946649,-0.35463637250435437
102316,43,Male,UK,Android,1.2,9,6.99,66.44,11,0,8,13,1,0,10,Premium,8,0,2,1.0,0.74,41.36,1125,Email Campaign,0,-0.013040282409585921,1.8408419897306465
102317,21,Female,USA,iOS,2.0,9,7.67,43.08,15,9,7,3,0,0,19,Basic,8,1,2,4.0,0.6,82.06,1178,Referral,1,-1.01904864363565,-0.4850437481244935
102318,51,Female,India,iOS,1.0,7,14.05,69.71,5,6,4,16,0,0,29,Premium,7,3,1,4.0,0.1,73.69,253,Referral,0,-0.7561203880650765,0.42610743527143063
102319,35,Female,India,Web,1.0,7,7.73,42.95,8,6,2,19,1,1,25,Free,1,4,0,5.0,0.97,66.19,706,Organic,3,-0.4810083440231183,-0.2329236566269088
102320,57,Other,India,Android,2.0,5,17.2,56.12,13,3,4,10,1,0,38,Free,5,1,2,4.0,0.97,75.71,322,Organic,0,-0.36808007236843815,-0.4870121670499496
102321,52,Female,India,Android,1.2,10,13.05,63.68,13,3,3,11,1,0,39,Basic,8,2,5,4.0,0.81,56.56,14,Organic,1,0.005102772581916843,1.2949316930681174
102322,58,Male,Canada,Android,1.1,5,1.93,57.2,7,4,3,3,0,0,9,Free,8,8,1,4.0,0.77,45.05,167,Google Ads,0,-0.508974012916761,0.7909012626330534
102323,46,Male,India,Android,2.0,13,11.13,69.09,14,4,3,12,0,0,27,Basic,2,2,1,3.0,0.08,46.49,186,Organic,1,0.20632774123513664,2.3401829872890287
102324,46,Male,USA,Android,1.2,10,13.01,48.23,9,9,5,13,0,0,8,Basic,3,3,1,4.0,0.35,84.1,1071,Facebook Ads,1,-0.7238147399920305,-0.2612212430186349
102325,55,Female,Canada,Android,2.0,4,5.31,53.23,12,8,7,15,2,1,7,Free,6,2,4,5.0,0.48,82.02,145,Organic,0,-1.5584615338466083,-0.8675789403320617
102326,59,Male,Singapore,Android,1.1,6,8.72,60.25,15,4,3,23,0,0,42,Free,6,1,2,3.0,0.58,57.11,282,Referral,0,-0.4261760006023421,0.5649048591017914
102327,38,Male,Germany,iOS,2.0,6,8.02,80.09,13,0,6,9,0,0,0,Basic,0,6,3,1.0,0.27,63.66,742,Organic,0,-1.1115917252743406,1.0669332570453627
102328,59,Female,India,Android,1.0,8,5.66,65.85,10,7,5,3,0,0,10,Free,11,1,2,2.0,0.94,65.21,1079,Organic,0,-1.0286706648268888,0.8200831554588273
102329,30,Male,Germany,Android,1.2,7,5.9,43.31,15,6,8,9,0,0,41,Free,5,0,0,4.0,0.53,64.84,249,Google Ads,3,-0.5888317682835434,-0.15463890874948044
102330,58,Male,Australia,Web,1.1,10,5.46,43.21,15,8,7,19,0,0,31,Free,8,4,2,3.0,0.27,78.13,384,Google Ads,1,-1.0278784713135556,-0.16342726414824316
102331,34,Male,India,Android,1.1,10,19.1,13.98,12,4,3,11,0,0,35,Basic,4,0,0,4.0,0.4,74.0,288,Email Campaign,3,0.8175246078317437,-1.2154991620717033
102332,26,Male,Germany,Android,1.2,7,20.75,12.5,6,5,0,10,0,1,16,Basic,7,4,1,3.0,0.7,61.38,739,Referral,3,1.362116248545928,-1.2999041546788923
102333,58,Male,USA,Android,2.0,9,14.58,64.32,12,6,2,15,1,0,25,Basic,6,3,3,3.0,0.89,78.02,533,Organic,0,-0.7092949405582821,0.3792030398070929
102334,18,Female,India,Android,1.0,15,8.36,48.71,13,4,5,19,1,0,28,Basic,6,2,1,4.0,0.14,69.22,69,Organic,1,-0.4137622485091559,1.1114328727957428
102335,19,Female,Singapore,Android,2.1,8,45.82,32.91,7,7,3,6,0,0,8,Free,7,2,2,4.0,0.31,66.45,77,Google Ads,2,2.878195999188926,-0.8019764121501869
102336,46,Male,India,Android,1.0,3,6.74,103.95,13,3,2,13,1,0,15,Premium,6,6,6,4.0,0.7,62.33,321,Referral,0,-1.7193031599075643,1.537349331291317
102337,50,Female,India,iOS,2.0,5,31.43,68.95,14,0,2,24,1,0,13,Basic,7,2,3,3.0,0.06,49.64,221,Google Ads,2,1.5283557223951774,0.7911040634454111
102338,27,Female,India,Android,2.0,12,11.06,76.49,12,5,3,22,1,0,25,Free,5,4,2,3.0,0.28,72.87,940,Google Ads,1,-0.9540252978711711,1.5114681127316936
102339,57,Male,USA,iOS,1.0,15,31.52,16.68,15,4,6,13,0,0,29,Free,6,1,6,4.0,0.05,52.09,569,Organic,2,2.755436193009892,0.33600602360498777
102340,38,Male,India,iOS,1.2,5,8.74,9.81,15,2,5,3,2,1,36,Free,5,3,3,4.0,0.93,84.47,1110,Organic,3,-0.49625496037972416,-2.429590833881592
102341,45,Other,USA,Android,1.2,5,9.89,69.26,15,3,3,4,0,0,34,Free,7,3,2,4.0,0.87,89.47,1132,Organic,0,-1.7377928090313786,-0.43023253380543647
102342,28,Female,Canada,iOS,1.0,11,14.8,28.26,10,10,1,15,1,0,32,Free,6,2,0,5.0,0.54,47.93,720,Organic,1,1.1860178645185557,0.44009300727372297
102343,51,Male,Germany,Android,2.1,10,20.41,88.06,14,6,4,19,0,0,25,Free,8,7,2,4.0,0.43,58.22,497,Organic,0,0.07918039556624432,2.066308837945664
102344,25,Female,India,iOS,2.0,4,22.54,49.93,18,10,0,9,0,0,32,Basic,6,4,6,4.0,0.05,70.46,726,Facebook Ads,2,0.35796276927686543,-0.7309920361575812
102345,39,Female,Singapore,iOS,2.0,7,6.48,48.65,9,7,3,13,1,0,42,Free,6,6,3,4.0,0.7,54.35,753,Organic,3,-0.2540155832874763,0.41290732847887157
